"[Bug][Sentence Similarity]error running automl_with_pipelines_deployment_aks.ipynb ","### DescriptionThe current nlp_cpu env introduces azureml packages with version 1.0.57. While preparing for ODSC tutorial we realized that we could not use 1.0.57. We tried 1.0.48, 1.0.57 and 1.0.69 along with 1.0.53.The only identified stable version for this notebook (automl_with_pipelines_deployment_aks) is 1.0.53.","open","457","miguelgfierro","[{'id':1305965078,'node_id':'MDU6TGFiZWwxMzA1OTY1MDc4','url':'https://api.github.com/repos/microsoft/nlp-recipes/labels/bug','name':'bug','color':'d73a4a','default':true,'description':'Something isn't working'}]","null"
"[ASK] Adding custom entity labels to BERT NER ","### DescriptionIs it possible to finetune BERT NER on custom entity labels other than what is shown in https://github.com/microsoft/nlp/blob/master/examples/named_entity_recognition/ner_wikigold_bert.ipynb (Cell 4) :```Unique entity labels: ['O', 'I-LOC', 'I-MISC', 'I-PER', 'I-ORG']```### Other CommentsIt seems possible but wanted to make sure.Procedure:1. Write custom dataset file like the one for Wikigold dataset: https://github.com/microsoft/nlp/blob/master/utils_nlp/dataset/wikigold.py 2. Use this module to load entity labels, and train using the same code afterwards.","open","436","hlums","[]","null"
"[FEATURE] Docker support","### DescriptionIs Docker support on the road map? It would be useful for testing, model deploying, etc.### Expected behavior with the suggested featureWith a Docker container, I can safely deploy a model trained by using NLP repo utilities and put it into a production environment### Other Comments","open","392","null","[{'id':1305965080,'node_id':'MDU6TGFiZWwxMzA1OTY1MDgw','url':'https://api.github.com/repos/microsoft/nlp-recipes/labels/enhancement','name':'enhancement','color':'a2eeef','default':true,'description':'New feature or request'}]","null"
"[ASK] Do i need to install something else to run this notebook? https://github.com/microsoft/nlp/blob/master/examples/sentence_similarity/gensen_local.ipynb","### DescriptionWhile trying to run this notebook, https://github.com/microsoft/nlp/blob/master/examples/sentence_similarity/gensen_local.ipynb I run into this error: ---------------------------------------------------------------------------ModuleNotFoundError                       Traceback (most recent call last)<ipython-input-1-dab8bef65ca7> in <module>     10 from utils_nlp.models.pretrained_embeddings.glove import download_and_extract     11 from utils_nlp.dataset import Split---> 12 from examples.sentence_similarity.gensen_wrapper import GenSenClassifier     13      14 print('System version: {}'.format(sys.version))/data/home/jayalinuxdsvm/Desktop/nlp/examples/sentence_similarity/gensen_wrapper.py in <module>      4 import os      5 ----> 6 from examples.sentence_similarity.gensen_train import train      7 from utils_nlp.eval.classification import compute_correlation_coefficients      8 from utils_nlp.models.gensen.create_gensen_model import (/data/home/jayalinuxdsvm/Desktop/nlp/examples/sentence_similarity/gensen_train.py in <module>     22 import time     23 ---> 24 import horovod.torch as hvd     25 import mlflow     26 import numpy as npModuleNotFoundError: No module named 'horovod'### Other Comments","open","380","null","[]","null"
"[ASK] Jupyter notebook setup in Readme file","### DescriptionIn the Readme file: https://github.com/microsoft/nlp/blob/master/SETUP.md, can't the user simply type Jupyter notebook in the cmd prompt to start the notebooks in the browser? ### Other Comments","open","378","yijingchen","[]","null"
"[ASK] Should we add code in notebook "entailment_xnli_bert_azureml" to write the details of the workspace to a configuration file to the notebook library?","### Description<!--- Describe your general ask in detail -->When running the notebook, there is a step to get or create a AML workspace:```pythonws = get_or_create_workspace(    config_path=config_path,    subscription_id=subscription_id,    resource_group=resource_group,    workspace_name=workspace_name,    workspace_region=workspace_region,)```By default there is not details of workspace (no config.json). And the code complains that it cannot find the config.json file. If I already have a created AML workspace (I have all needed parameter values for this function call), the only thing I need to do is to get that config.json. ### Other CommentsHere is a simple workaround to this issue, we just need to add the following code snippet before the `get_or_create_workspace` function call, then we should be able to generate the config.json file. ```pythonfrom azureml.core import Workspacetry:    ws = Workspace(subscription_id = subscription_id,                  resource_group = resource_group,                  workspace_name = workspace_name)    # write the details of the workspace to a configuration file to the notebook library    ws.write_config()    print('Workspace configuration succeeded. Skip the workspace creation steps below')except:    print('Workspace not accessible. Change your parameters or create a new workspace below')```This only need to be done once.","open","370","null","[{'id':1510342854,'node_id':'MDU6TGFiZWwxNTEwMzQyODU0','url':'https://api.github.com/repos/microsoft/nlp-recipes/labels/bug-bash','name':'bug-bash','color':'0052cc','default':false,'description':''},{'id':1350754661,'node_id':'MDU6TGFiZWwxMzUwNzU0NjYx','url':'https://api.github.com/repos/microsoft/nlp-recipes/labels/example','name':'example','color':'e1fc9f','default':false,'description':'Example notebook'}]","null"
"[FEATURE] add clean-up instructions","### Description<!--- Describe your expected feature in detail -->https://github.com/microsoft/nlp/blob/staging/SETUP.md should mention clean-up instructions### Expected behavior with the suggested feature<!--- For example:  -->conda deactivateconda remove --name my_env_name --all### Other Comments","open","362","null","[{'id':1510342854,'node_id':'MDU6TGFiZWwxNTEwMzQyODU0','url':'https://api.github.com/repos/microsoft/nlp-recipes/labels/bug-bash','name':'bug-bash','color':'0052cc','default':false,'description':''},{'id':1305965080,'node_id':'MDU6TGFiZWwxMzA1OTY1MDgw','url':'https://api.github.com/repos/microsoft/nlp-recipes/labels/enhancement','name':'enhancement','color':'a2eeef','default':true,'description':'New feature or request'}]","null"
"[ASK] All notebooks which uses AML to create GPU compute target should provide similar code to reuse existing GPU VM","### DescriptionGPU is scare resource and we should provide users of this git repo a way to reuse their gpu machines if they already have one.### Other Comments","open","368","null","[]","null"
"[Feature] add horovod and add the tests back","### DescriptionCurrently horovod installation is not included in the environment generation scripts and documentation of horovod is not complete. So we temporarily removed all the tests related to horovod. This issue is created to track this change. Once the story of horovod installation is ready, we should add the tests back.","open","356","null","[{'id':1305965080,'node_id':'MDU6TGFiZWwxMzA1OTY1MDgw','url':'https://api.github.com/repos/microsoft/nlp-recipes/labels/enhancement','name':'enhancement','color':'a2eeef','default':true,'description':'New feature or request'}]","null"
"[ASK] Investigate distributed training performance","### Description- benchmarks- added value of distributed training/AML### Other Comments","open","343","null","[]","null"
"[ASK] Add tests with unpinned packages ","### DescriptionAdd a branch with unpinned packages in env and test pipeline to catch versioning issues### Other Comments","open","318","null","[{'id':1350756392,'node_id':'MDU6TGFiZWwxMzUwNzU2Mzky','url':'https://api.github.com/repos/microsoft/nlp-recipes/labels/engineering','name':'engineering','color':'0c0f68','default':false,'description':'Engineering tasks for repo'}]","null"
"[ASK] Merge preprocess_encoder_tokens and preprocess_classification_tokens ","### Descriptionpreprocess_encoder_tokens and preprocess_classification_tokens contain large chunk  of same code and we should rewrite this part of not repeat the same code. ### Other Comments","open","311","null","[]","null"
"[ASK] Review the ReadMe for Repo_metrics readme under Tools","### DescriptionThere is a readme for the repo metrics subfolder under tools. It needs general review to make sure it is accurate.### Other Comments**Principles of NLP Documentation**	Each landing page at the folder level should have a ReadMe which explains -		○ Summary of what this folder offers.		○ Why and how it benefits users		○ As applicable - Documentation of using it, brief description etc	**Scenarios folder:**		○ Root Scenario folder should have a summary on what value these example notebook provides.		○ Include a table with scenario name, description, algorithm, Dataset		○ Other instructions, Pre-req of running these notebooks		○ Each scenario folder should have a summary text explaining about the scenario, what utils its using. Any benchmark numbers if applicable. Explain any concept relevant to the scenario	**Example Notebooks Guiding Principles:**		○ We are providing recipes for solving NLP scenarios on Azure AI		○ We make it easier by providing Util packages		○ We provide example notebooks on how to use the utils for solving common NLP scenarios		○ Based on these principles above, all notebook examples should be using utils wherever applicable. Ex: If your example is doing classification using BERT, use the BERTSequenceClassifier instead of directly calling BertForSequenceClassification. Same with tokenization.","open","289","null","[{'id':1481750072,'node_id':'MDU6TGFiZWwxNDgxNzUwMDcy','url':'https://api.github.com/repos/microsoft/nlp-recipes/labels/documentation','name':'documentation','color':'f9d0c4','default':true,'description':'README, SETUP, etc'}]","null"
"[ASK] Rename notebook files to match naming convention","### Description<!--- Describe your general ask in detail -->Rename existing notebook files to match naming conventions:- 1 quickstart per scenario. This should be <10 minutes to train/test locally     - Naming: `'quickstart_<<Scenario>> '` for example: `quickstart_ner`- all underscores between words- all lowercase- scenario_<<free text description with dataset name>> - sen_similarity_stsbenchmark_automlScenarios:- qa- ner- text_class- sen_similarity- entail- explanation- labeling ### Other Comments","open","276","null","[]","null"
"[ASK] Doc Folder is empty. No ReadMe","### DescriptionDo we need the doc folder? If not it should be removed. Else lets add a ReadMe.### Other Comments**Principles of NLP Documentation**	Each landing page at the folder level should have a ReadMe which explains -		○ Summary of what this folder offers.		○ Why and how it benefits users		○ As applicable - Documentation of using it, brief description etc	**Scenarios folder:**		○ Root Scenario folder should have a summary on what value these example notebook provides.		○ Include a table with scenario name, description, algorithm, Dataset		○ Other instructions, Pre-req of running these notebooks		○ Each scenario folder should have a summary text explaining about the scenario, what utils its using. Any benchmark numbers if applicable. Explain any concept relevant to the scenario	**Example Notebooks Guiding Principles:**		○ We are providing recipes for solving NLP scenarios on Azure AI		○ We make it easier by providing Util packages		○ We provide example notebooks on how to use the utils for solving common NLP scenarios		○ Based on these principles above, all notebook examples should be using utils wherever applicable. Ex: If your example is doing classification using BERT, use the BERTSequenceClassifier instead of directly calling BertForSequenceClassification. Same with tokenization.","open","269","null","[{'id':1481750072,'node_id':'MDU6TGFiZWwxNDgxNzUwMDcy','url':'https://api.github.com/repos/microsoft/nlp-recipes/labels/documentation','name':'documentation','color':'f9d0c4','default':true,'description':'README, SETUP, etc'}]","null"
"[ASK] Github folder ReadMe","### DescriptionAdd a ReadMe file in the GitHub folder.Explain usage of the Templates### Other Comments**Principles of NLP Documentation**	Each landing page at the folder level should have a ReadMe which explains -		○ Summary of what this folder offers.		○ Why and how it benefits users		○ As applicable - Documentation of using it, brief description etc	**Scenarios folder:**		○ Root Scenario folder should have a summary on what value these example notebook provides.		○ Include a table with scenario name, description, algorithm, Dataset		○ Other instructions, Pre-req of running these notebooks		○ Each scenario folder should have a summary text explaining about the scenario, what utils its using. Any benchmark numbers if applicable. Explain any concept relevant to the scenario	**Example Notebooks Guiding Principles:**		○ We are providing recipes for solving NLP scenarios on Azure AI		○ We make it easier by providing Util packages		○ We provide example notebooks on how to use the utils for solving common NLP scenarios		○ Based on these principles above, all notebook examples should be using utils wherever applicable. Ex: If your example is doing classification using BERT, use the BERTSequenceClassifier instead of directly calling BertForSequenceClassification. Same with tokenization.","open","268","null","[{'id':1481750072,'node_id':'MDU6TGFiZWwxNDgxNzUwMDcy','url':'https://api.github.com/repos/microsoft/nlp-recipes/labels/documentation','name':'documentation','color':'f9d0c4','default':true,'description':'README, SETUP, etc'}]","null"
"[ASK] Make sure doc strings are in correct format for sphinx","### Description<!--- Describe your expected feature in detail -->Related to #234 Go through and check doc strings to make sure they are correct### Expected behavior with the suggested feature<!--- For example:  --><!--- *Adding algorithm xxx will help people understand more about xxx use case scenarios. -->### Other Comments","open","261","null","[{'id':1481750072,'node_id':'MDU6TGFiZWwxNDgxNzUwMDcy','url':'https://api.github.com/repos/microsoft/nlp-recipes/labels/documentation','name':'documentation','color':'f9d0c4','default':true,'description':'README, SETUP, etc'}]","null"
"[FEATURE] Splitting the notebooks for embedding","### DescriptionIn the interest of keeping the notebooks short and categorized, can we slpit them into 3 notebooks demonstrating Word2Vec, Glove and Fasttext embedding separately?### Expected behavior with the suggested featureThe Summary notes comparing the results could be included in the ReadMe of the Embedding folder.### Other Comments","open","239","yijingchen","[{'id':1305965080,'node_id':'MDU6TGFiZWwxMzA1OTY1MDgw','url':'https://api.github.com/repos/microsoft/nlp-recipes/labels/enhancement','name':'enhancement','color':'a2eeef','default':true,'description':'New feature or request'}]","null"
"[FEATURE] Automatically extract MRPC","### Description<!--- Describe your expected feature in detail -->In glue benchmark code they give some hints on how to do this: https://github.com/nyu-mll/GLUE-baselines/blob/master/download_glue_data.py### Expected behavior with the suggested feature<!--- For example:  --><!--- *Adding algorithm xxx will help people understand more about xxx use case scenarios. -->### Other Comments","open","240","null","[{'id':1305965080,'node_id':'MDU6TGFiZWwxMzA1OTY1MDgw','url':'https://api.github.com/repos/microsoft/nlp-recipes/labels/enhancement','name':'enhancement','color':'a2eeef','default':true,'description':'New feature or request'}]","null"
"[FEATURE] Setup script should include conda update ","### DescriptionConda is not up to date in DSVM. Environment create script fails without first updating conda. ### Expected behavior with the suggested featureWe should include conda update command in Setup script. ### Other Comments","open","236","null","[{'id':1305965080,'node_id':'MDU6TGFiZWwxMzA1OTY1MDgw','url':'https://api.github.com/repos/microsoft/nlp-recipes/labels/enhancement','name':'enhancement','color':'a2eeef','default':true,'description':'New feature or request'}]","null"
